,SurahNumber,SurahName,Disjoined letters,Nbr of Ayat,Nbr of Letters,Nbr of words,Aya number,Arabic Text,Transliterated Text
1698,12,Yusuf, ,111,26,6,103,وما أكثر الناس ولو حرصت بمؤمنين,wma ak0r alnas wlw 7rct bmamnyn
1699,12,Yusuf, ,111,36,10,104,وما تسألهم عليه من أجر إن هو إلا ذكر للعالمين,wma tsalhm 3lyh mn ajr an hw ala 1kr ll3almyn
1700,12,Yusuf, ,111,49,11,105,وكأين من آية في السماوات والأرض يمرون عليها وهم عنها معرضون,wkayn mn ayt fy alsmawat walar8 ymrwn 3lyha whm 3nha m3r8wn
1701,12,Yusuf, ,111,30,7,106,وما يؤمن أكثرهم بالله إلا وهم مشركون,wma yamn ak0rhm ballh ala whm m2rkwn
1702,12,Yusuf, ,111,59,14,107,أفأمنوا أن تأتيهم غاشية من عذاب الله أو تأتيهم الساعة بغتة وهم لا يشعرون,afamnwa an tatyhm ga2yt mn 31ab allh aw tatyhm alsa3t bgtt whm la y23rwn
1703,12,Yusuf, ,111,67,17,108,قل هذه سبيلي أدعو إلى الله على بصيرة أنا ومن اتبعني وسبحان الله وما أنا من المشركين,9l h1h sbyly ad3w alu allh 3lu bcyrt ana wmn atb3ny wsb7an allh wma ana mn alm2rkyn
1704,12,Yusuf, ,111,123,29,109,وما أرسلنا من قبلك إلا رجالا نوحي إليهم من أهل القرى أفلم يسيروا في الأرض فينظروا كيف كان عاقبة الذين من قبلهم ولدار الآخرة خير للذين اتقوا أفلا تعقلون,wma arslna mn 9blk ala rjala nw7y alyhm mn ahl al9ru aflm ysyrwa fy alar8 fyn4rwa kyf kan 3a9bt al1yn mn 9blhm wldar ala5rt 5yr ll1yn at9wa afla t39lwn
1705,12,Yusuf, ,111,79,19,110,حتى إذا استيأس الرسل وظنوا أنهم قد كذبوا جاءهم نصرنا فنجي من نشاء ولا يرد بأسنا عن القوم المجرمين,7tu a1a astyas alrsl w4nwa anhm 9d k1bwa jaahm ncrna fnjy mn n2aa wla yrd basna 3n al9wm almjrmyn
1706,12,Yusuf, ,111,94,23,111,لقد كان في قصصهم عبرة لأولي الألباب ما كان حديثا يفترى ولكن تصديق الذي بين يديه وتفصيل كل شيء وهدى ورحمة لقوم يؤمنون,l9d kan fy 9cchm 3brt lawly alalbab ma kan 7dy0a yftru wlkn tcdy9 al1y byn ydyh wtfcyl kl 2ya whdu wr7mt l9wm yamnwn
1707,13,Ar-Raad,almr,43,79,19,1,بسم الله الرحمن الرحيم المر تلك آيات الكتاب والذي أنزل إليك من ربك الحق ولكن أكثر الناس لا يؤمنون,bsm allh alr7mn alr7ym almr tlk ayat alktab wal1y anzl alyk mn rbk al79 wlkn ak0r alnas la yamnwn
1708,13,Ar-Raad, ,43,115,26,2,الله الذي رفع السماوات بغير عمد ترونها ثم استوى على العرش وسخر الشمس والقمر كل يجري لأجل مسمى يدبر الأمر يفصل الآيات لعلكم بلقاء ربكم توقنون,allh al1y rf3 alsmawat bgyr 3md trwnha 0m astwu 3lu al3r2 ws5r al2ms wal9mr kl yjry lajl msmu ydbr alamr yfcl alayat l3lkm bl9aa rbkm tw9nwn
1709,13,Ar-Raad, ,43,101,24,3,وهو الذي مد الأرض وجعل فيها رواسي وأنهارا ومن كل الثمرات جعل فيها زوجين اثنين يغشي الليل النهار إن في ذلك لآيات لقوم يتفكرون,whw al1y md alar8 wj3l fyha rwasy wanhara wmn kl al0mrat j3l fyha zwjyn a0nyn yg2y allyl alnhar an fy 1lk layat l9wm ytfkrwn
1710,13,Ar-Raad, ,43,111,27,4,وفي الأرض قطع متجاورات وجنات من أعناب وزرع ونخيل صنوان وغير صنوان يسقى بماء واحد ونفضل بعضها على بعض في الأكل إن في ذلك لآيات لقوم يعقلون,wfy alar8 963 mtjawrat wjnat mn a3nab wzr3 wn5yl cnwan wgyr cnwan ys9u bmaa wa7d wnf8l b38ha 3lu b38 fy alakl an fy 1lk layat l9wm y39lwn
1711,13,Ar-Raad, ,43,112,25,5,وإن تعجب فعجب قولهم أإذا كنا ترابا أإنا لفي خلق جديد أولئك الذين كفروا بربهم وأولئك الأغلال في أعناقهم وأولئك أصحاب النار هم فيها خالدون,wan t3jb f3jb 9wlhm aa1a kna traba aana lfy 5l9 jdyd awlak al1yn kfrwa brbhm wawlak alaglal fy a3na9hm wawlak ac7ab alnar hm fyha 5aldwn
1712,13,Ar-Raad, ,43,90,20,6,ويستعجلونك بالسيئة قبل الحسنة وقد خلت من قبلهم المثلات وإن ربك لذو مغفرة للناس على ظلمهم وإن ربك لشديد العقاب,wyst3jlwnk balsyat 9bl al7snt w9d 5lt mn 9blhm alm0lat wan rbk l1w mgfrt llnas 3lu 4lmhm wan rbk l2dyd al39ab
1713,13,Ar-Raad, ,43,56,15,7,ويقول الذين كفروا لولا أنزل عليه آية من ربه إنما أنت منذر ولكل قوم هاد,wy9wl al1yn kfrwa lwla anzl 3lyh ayt mn rbh anma ant mn1r wlkl 9wm had
1714,13,Ar-Raad, ,43,58,15,8,الله يعلم ما تحمل كل أنثى وما تغيض الأرحام وما تزداد وكل شيء عنده بمقدار,allh y3lm ma t7ml kl an0u wma tgy8 alar7am wma tzdad wkl 2ya 3ndh bm9dar
1715,13,Ar-Raad, ,43,30,5,9,عالم الغيب والشهادة الكبير المتعال,3alm algyb wal2hadt alkbyr almt3al
1716,13,Ar-Raad, ,43,54,14,10,سواء منكم من أسر القول ومن جهر به ومن هو مستخف بالليل وسارب بالنهار,swaa mnkm mn asr al9wl wmn jhr bh wmn hw mst5f ballyl wsarb balnhar
1717,13,Ar-Raad, ,43,121,35,11,له معقبات من بين يديه ومن خلفه يحفظونه من أمر الله إن الله لا يغير ما بقوم حتى يغيروا ما بأنفسهم وإذا أراد الله بقوم سوءا فلا مرد له وما لهم من دونه من وال,lh m39bat mn byn ydyh wmn 5lfh y7f4wnh mn amr allh an allh la ygyr ma b9wm 7tu ygyrwa ma banfshm wa1a arad allh b9wm swaa fla mrd lh wma lhm mn dwnh mn wal
1718,13,Ar-Raad, ,43,42,9,12,هو الذي يريكم البرق خوفا وطمعا وينشئ السحاب الثقال,hw al1y yrykm albr9 5wfa w6m3a wyn2a als7ab al09al
1719,13,Ar-Raad, ,43,86,19,13,ويسبح الرعد بحمده والملائكة من خيفته ويرسل الصواعق فيصيب بها من يشاء وهم يجادلون في الله وهو شديد المحال,wysb7 alr3d b7mdh walmlaakt mn 5yfth wyrsl alcwa39 fycyb bha mn y2aa whm yjadlwn fy allh whw 2dyd alm7al
1720,13,Ar-Raad, ,43,107,27,14,له دعوة الحق والذين يدعون من دونه لا يستجيبون لهم بشيء إلا كباسط كفيه إلى الماء ليبلغ فاه وما هو ببالغه وما دعاء الكافرين إلا في ضلال,lh d3wt al79 wal1yn yd3wn mn dwnh la ystjybwn lhm b2ya ala kbas6 kfyh alu almaa lyblg fah wma hw bbalgh wma d3aa alkafryn ala fy 8lal
1721,13,Ar-Raad, ,43,55,11,15,ولله يسجد من في السماوات والأرض طوعا وكرها وظلالهم بالغدو والآصال,wllh ysjd mn fy alsmawat walar8 6w3a wkrha w4lalhm balgdw walacal
1722,13,Ar-Raad, ,43,188,45,16,قل من رب السماوات والأرض قل الله قل أفاتخذتم من دونه أولياء لا يملكون لأنفسهم نفعا ولا ضرا قل هل يستوي الأعمى والبصير أم هل تستوي الظلمات والنور أم جعلوا لله شركاء خلقوا كخلقه فتشابه الخلق عليهم قل الله خالق كل شيء وهو الواحد القهار,9l mn rb alsmawat walar8 9l allh 9l afat51tm mn dwnh awlyaa la ymlkwn lanfshm nf3a wla 8ra 9l hl ystwy ala3mu walbcyr am hl tstwy al4lmat walnwr am j3lwa llh 2rkaa 5l9wa k5l9h ft2abh al5l9 3lyhm 9l allh 5al9 kl 2ya whw alwa7d al9har
1723,13,Ar-Raad, ,43,182,42,17,أنزل من السماء ماء فسالت أودية بقدرها فاحتمل السيل زبدا رابيا ومما يوقدون عليه في النار ابتغاء حلية أو متاع زبد مثله كذلك يضرب الله الحق والباطل فأما الزبد فيذهب جفاء وأما ما ينفع الناس فيمكث في الأرض كذلك يضرب الله الأمثال,anzl mn alsmaa maa fsalt awdyt b9drha fa7tml alsyl zbda rabya wmma yw9dwn 3lyh fy alnar abtgaa 7lyt aw mta3 zbd m0lh k1lk y8rb allh al79 walba6l fama alzbd fy1hb jfaa wama ma ynf3 alnas fymk0 fy alar8 k1lk y8rb allh alam0al
1724,13,Ar-Raad, ,43,118,27,18,للذين استجابوا لربهم الحسنى والذين لم يستجيبوا له لو أن لهم ما في الأرض جميعا ومثله معه لافتدوا به أولئك لهم سوء الحساب ومأواهم جهنم وبئس المهاد,ll1yn astjabwa lrbhm al7snu wal1yn lm ystjybwa lh lw an lhm ma fy alar8 jmy3a wm0lh m3h laftdwa bh awlak lhm swa al7sab wmawahm jhnm wbas almhad
1725,13,Ar-Raad, ,43,58,15,19,أفمن يعلم أنما أنزل إليك من ربك الحق كمن هو أعمى إنما يتذكر أولو الألباب,afmn y3lm anma anzl alyk mn rbk al79 kmn hw a3mu anma yt1kr awlw alalbab
1726,13,Ar-Raad, ,43,34,7,20,الذين يوفون بعهد الله ولا ينقضون الميثاق,al1yn ywfwn b3hd allh wla yn98wn almy0a9
1727,13,Ar-Raad, ,43,54,13,21,والذين يصلون ما أمر الله به أن يوصل ويخشون ربهم ويخافون سوء الحساب,wal1yn yclwn ma amr allh bh an ywcl wy52wn rbhm wy5afwn swa al7sab
1728,13,Ar-Raad, ,43,101,19,22,والذين صبروا ابتغاء وجه ربهم وأقاموا الصلاة وأنفقوا مما رزقناهم سرا وعلانية ويدرءون بالحسنة السيئة أولئك لهم عقبى الدار,wal1yn cbrwa abtgaa wjh rbhm wa9amwa alclat wanf9wa mma rz9nahm sra w3lanyt wydrawn bal7snt alsyat awlak lhm 39bu aldar
1729,13,Ar-Raad, ,43,72,15,23,جنات عدن يدخلونها ومن صلح من آبائهم وأزواجهم وذرياتهم والملائكة يدخلون عليهم من كل باب,jnat 3dn yd5lwnha wmn cl7 mn abaahm wazwajhm w1ryathm walmlaakt yd5lwn 3lyhm mn kl bab
1730,13,Ar-Raad, ,43,30,7,24,سلام عليكم بما صبرتم فنعم عقبى الدار,slam 3lykm bma cbrtm fn3m 39bu aldar
1731,13,Ar-Raad, ,43,94,23,25,والذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض أولئك لهم اللعنة ولهم سوء الدار,wal1yn yn98wn 3hd allh mn b3d my0a9h wy963wn ma amr allh bh an ywcl wyfsdwn fy alar8 awlak lhm all3nt wlhm swa aldar
1732,13,Ar-Raad, ,43,74,16,26,الله يبسط الرزق لمن يشاء ويقدر وفرحوا بالحياة الدنيا وما الحياة الدنيا في الآخرة إلا متاع,allh ybs6 alrz9 lmn y2aa wy9dr wfr7wa bal7yat aldnya wma al7yat aldnya fy ala5rt ala mta3
1733,13,Ar-Raad, ,43,67,19,27,ويقول الذين كفروا لولا أنزل عليه آية من ربه قل إن الله يضل من يشاء ويهدي إليه من أناب,wy9wl al1yn kfrwa lwla anzl 3lyh ayt mn rbh 9l an allh y8l mn y2aa wyhdy alyh mn anab
1734,13,Ar-Raad, ,43,52,11,28,الذين آمنوا وتطمئن قلوبهم بذكر الله ألا بذكر الله تطمئن القلوب,al1yn amnwa wt6man 9lwbhm b1kr allh ala b1kr allh t6man al9lwb
1735,13,Ar-Raad, ,43,38,8,29,الذين آمنوا وعملوا الصالحات طوبى لهم وحسن مآب,al1yn amnwa w3mlwa alcal7at 6wbu lhm w7sn mab
1736,13,Ar-Raad, ,43,106,28,30,كذلك أرسلناك في أمة قد خلت من قبلها أمم لتتلو عليهم الذي أوحينا إليك وهم يكفرون بالرحمن قل هو ربي لا إله إلا هو عليه توكلت وإليه متاب,k1lk arslnak fy amt 9d 5lt mn 9blha amm lttlw 3lyhm al1y aw7yna alyk whm ykfrwn balr7mn 9l hw rby la alh ala hw 3lyh twklt walyh mtab
1737,13,Ar-Raad, ,43,193,51,31,ولو أن قرآنا سيرت به الجبال أو قطعت به الأرض أو كلم به الموتى بل لله الأمر جميعا أفلم ييأس الذين آمنوا أن لو يشاء الله لهدى الناس جميعا ولا يزال الذين كفروا تصيبهم بما صنعوا قارعة أو تحل قريبا من دارهم حتى يأتي وعد الله إن الله لا يخلف الميعاد,wlw an 9rana syrt bh aljbal aw 963t bh alar8 aw klm bh almwtu bl llh alamr jmy3a aflm yyas al1yn amnwa an lw y2aa allh lhdu alnas jmy3a wla yzal al1yn kfrwa tcybhm bma cn3wa 9ar3t aw t7l 9ryba mn darhm 7tu yaty w3d allh an allh la y5lf almy3ad
1738,13,Ar-Raad, ,43,55,13,32,ولقد استهزئ برسل من قبلك فأمليت للذين كفروا ثم أخذتهم فكيف كان عقاب,wl9d asthza brsl mn 9blk famlyt ll1yn kfrwa 0m a51thm fkyf kan 39ab
1739,13,Ar-Raad, ,43,139,39,33,أفمن هو قائم على كل نفس بما كسبت وجعلوا لله شركاء قل سموهم أم تنبئونه بما لا يعلم في الأرض أم بظاهر من القول بل زين للذين كفروا مكرهم وصدوا عن السبيل ومن يضلل الله فما له من هاد,afmn hw 9aam 3lu kl nfs bma ksbt wj3lwa llh 2rkaa 9l smwhm am tnbawnh bma la y3lm fy alar8 am b4ahr mn al9wl bl zyn ll1yn kfrwa mkrhm wcdwa 3n alsbyl wmn y8ll allh fma lh mn had
1740,13,Ar-Raad, ,43,53,14,34,لهم عذاب في الحياة الدنيا ولعذاب الآخرة أشق وما لهم من الله من واق,lhm 31ab fy al7yat aldnya wl31ab ala5rt a29 wma lhm mn allh mn wa9
1741,13,Ar-Raad, ,43,89,19,35,مثل الجنة التي وعد المتقون تجري من تحتها الأنهار أكلها دائم وظلها تلك عقبى الذين اتقوا وعقبى الكافرين النار,m0l aljnt alty w3d almt9wn tjry mn t7tha alanhar aklha daam w4lha tlk 39bu al1yn at9wa w39bu alkafryn alnar
1742,13,Ar-Raad, ,43,101,25,36,والذين آتيناهم الكتاب يفرحون بما أنزل إليك ومن الأحزاب من ينكر بعضه قل إنما أمرت أن أعبد الله ولا أشرك به إليه أدعو وإليه مآب,wal1yn atynahm alktab yfr7wn bma anzl alyk wmn ala7zab mn ynkr b38h 9l anma amrt an a3bd allh wla a2rk bh alyh ad3w walyh mab
1743,13,Ar-Raad, ,43,74,19,37,وكذلك أنزلناه حكما عربيا ولئن اتبعت أهواءهم بعدما جاءك من العلم ما لك من الله من ولي ولا واق,wk1lk anzlnah 7kma 3rbya wlan atb3t ahwaahm b3dma jaak mn al3lm ma lk mn allh mn wly wla wa9
1744,13,Ar-Raad, ,43,82,21,38,ولقد أرسلنا رسلا من قبلك وجعلنا لهم أزواجا وذرية وما كان لرسول أن يأتي بآية إلا بإذن الله لكل أجل كتاب,wl9d arslna rsla mn 9blk wj3lna lhm azwaja w1ryt wma kan lrswl an yaty bayt ala ba1n allh lkl ajl ktab
1745,13,Ar-Raad, ,43,32,8,39,يمحو الله ما يشاء ويثبت وعنده أم الكتاب,ym7w allh ma y2aa wy0bt w3ndh am alktab
1746,13,Ar-Raad, ,43,58,13,40,وإن ما نرينك بعض الذي نعدهم أو نتوفينك فإنما عليك البلاغ وعلينا الحساب,wan ma nrynk b38 al1y n3dhm aw ntwfynk fanma 3lyk alblag w3lyna al7sab
1747,13,Ar-Raad, ,43,68,16,41,أولم يروا أنا نأتي الأرض ننقصها من أطرافها والله يحكم لا معقب لحكمه وهو سريع الحساب,awlm yrwa ana naty alar8 nn9cha mn a6rafha wallh y7km la m39b l7kmh whw sry3 al7sab
1748,13,Ar-Raad, ,43,71,18,42,وقد مكر الذين من قبلهم فلله المكر جميعا يعلم ما تكسب كل نفس وسيعلم الكفار لمن عقبى الدار,w9d mkr al1yn mn 9blhm fllh almkr jmy3a y3lm ma tksb kl nfs wsy3lm alkfar lmn 39bu aldar
1749,13,Ar-Raad, ,43,64,15,43,ويقول الذين كفروا لست مرسلا قل كفى بالله شهيدا بيني وبينكم ومن عنده علم الكتاب,wy9wl al1yn kfrwa lst mrsla 9l kfu ballh 2hyda byny wbynkm wmn 3ndh 3lm alktab
1750,14,Ibrahim,alr,52,91,20,1,بسم الله الرحمن الرحيم الر كتاب أنزلناه إليك لتخرج الناس من الظلمات إلى النور بإذن ربهم إلى صراط العزيز الحميد,bsm allh alr7mn alr7ym alr ktab anzlnah alyk lt5rj alnas mn al4lmat alu alnwr ba1n rbhm alu cra6 al3zyz al7myd
1751,14,Ibrahim, ,52,54,14,2,الله الذي له ما في السماوات وما في الأرض وويل للكافرين من عذاب شديد,allh al1y lh ma fy alsmawat wma fy alar8 wwyl llkafryn mn 31ab 2dyd
1752,14,Ibrahim, ,52,76,16,3,الذين يستحبون الحياة الدنيا على الآخرة ويصدون عن سبيل الله ويبغونها عوجا أولئك في ضلال بعيد,al1yn yst7bwn al7yat aldnya 3lu ala5rt wycdwn 3n sbyl allh wybgwnha 3wja awlak fy 8lal b3yd
1753,14,Ibrahim, ,52,75,19,4,وما أرسلنا من رسول إلا بلسان قومه ليبين لهم فيضل الله من يشاء ويهدي من يشاء وهو العزيز الحكيم,wma arslna mn rswl ala blsan 9wmh lybyn lhm fy8l allh mn y2aa wyhdy mn y2aa whw al3zyz al7kym
1754,14,Ibrahim, ,52,86,21,5,ولقد أرسلنا موسى بآياتنا أن أخرج قومك من الظلمات إلى النور وذكرهم بأيام الله إن في ذلك لآيات لكل صبار شكور,wl9d arslna mwsu bayatna an a5rj 9wmk mn al4lmat alu alnwr w1krhm bayam allh an fy 1lk layat lkl cbar 2kwr
1755,14,Ibrahim, ,52,117,26,6,وإذ قال موسى لقومه اذكروا نعمة الله عليكم إذ أنجاكم من آل فرعون يسومونكم سوء العذاب ويذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم,wa1 9al mwsu l9wmh a1krwa n3mt allh 3lykm a1 anjakm mn al fr3wn yswmwnkm swa al31ab wy1b7wn abnaakm wyst7ywn nsaakm wfy 1lkm blaa mn rbkm 34ym
1756,14,Ibrahim, ,52,48,11,7,وإذ تأذن ربكم لئن شكرتم لأزيدنكم ولئن كفرتم إن عذابي لشديد,wa1 ta1n rbkm lan 2krtm lazydnkm wlan kfrtm an 31aby l2dyd
